Order_ID,Order_Date,Customer_Age,Gender,City,Category,Qty,Unit Price,Discount,Shipping,Delivery,Sales,Profit,Rating,Profit_Category
SK102540,18-06-25,47,Female,Hyderabad,Furniture,4,19987,20,327,6,63958.4,6417.98,3,1
SK102541,14-04-24,33,Female,Delhi,Beauty,5,44672,0,536,3,223360,19270.28,1,1
SK102542,07-04-24,32,Male,Mumbai,Sports,3,36247,30,163,10,76118.7,13992.18,4,1
SK102543,05-05-24,28,Female,Delhi,Fashion,2,41379,20,144,3,66206.4,11046.92,1,1
SK102544,15-10-24,44,Female,Chennai,Grocery,2,23093,30,109,1,32330.2,6594.67,5,1
SK102545,13-02-24,60,Female,Bengaluru,Electronics,2,30233,5,496,10,57442.7,10065,3,1
SK102546,28-02-24,18,Female,Jaipur,Electronics,2,15180,30,191,9,21252,4871.9,5,1
SK102547,11-08-24,39,Male,Hyderabad,Beauty,5,37482,15,245,5,159298.5,47030.01,2,1
SK102548,30-05-25,20,Female,Lucknow,Sports,4,27844,15,218,2,94669.6,14337.15,2,1
SK102549,10-02-24,32,Male,Jaipur,Electronics,1,4899,5,358,4,4654.05,816.79,1,0
SK102550,25-03-25,26,Female,Lucknow,Furniture,3,1878,25,598,2,4225.5,643.2,3,0
SK102551,14-06-24,64,Male,Chennai,Sports,1,38468,40,111,7,23080.8,2215.23,1,0
SK102552,21-06-25,22,Female,Hyderabad,Sports,4,31510,10,487,4,113436,12839.7,5,1
SK102553,04-05-24,39,Male,Pune,Sports,1,16226,0,435,9,16226,3493.34,2,1
SK102554,26-04-24,19,Male,Bengaluru,Grocery,5,27512,5,119,4,130682,26018.97,3,1
SK102555,05-09-24,64,Female,Delhi,Electronics,1,15346,0,456,7,15346,1024.85,3,0
SK102556,31-03-25,60,Female,Delhi,Electronics,2,25704,10,510,7,46267.2,1948.49,2,0
SK102557,02-05-24,41,Female,Pune,Sports,1,5651,30,200,3,3955.7,790.71,1,0
SK102558,30-08-24,45,Female,Chennai,Electronics,1,49287,5,330,1,46822.65,3160.25,5,1
SK102559,06-08-24,61,Male,Lucknow,Furniture,5,10433,40,144,4,31299,3261.19,1,1
SK102560,29-11-24,30,Male,Hyderabad,Beauty,2,36259,40,357,6,43510.8,2412.59,2,0
SK102561,05-02-24,22,Female,Mumbai,Electronics,2,6047,20,164,1,9675.2,1628.79,3,0
SK102562,19-06-24,36,Female,Bengaluru,Sports,2,13888,30,264,1,19443.2,2051.28,5,0
SK102563,13-01-24,28,Male,Pune,Sports,4,19399,15,351,6,65956.6,7697.84,3,1
SK102564,28-06-24,24,Female,Pune,Furniture,5,17375,15,504,1,73843.75,13706.82,4,1
SK102565,15-02-25,62,Male,Hyderabad,Fashion,4,2063,40,345,8,4951.2,883.91,3,0
SK102566,04-12-24,35,Male,Pune,Sports,1,14673,10,453,8,13205.7,2488.61,2,0
SK102567,08-11-24,38,Female,Hyderabad,Fashion,5,38288,25,266,8,143580,22021.57,4,1
SK102568,01-02-24,31,Female,Bengaluru,Grocery,1,4660,20,596,2,3728,516.41,1,0
SK102569,07-08-24,21,Male,Bengaluru,Beauty,4,37000,0,401,9,148000,35184.91,3,1
SK102570,24-01-25,38,Male,Mumbai,Grocery,2,43178,25,161,4,64767,8864.08,1,1
SK102571,19-05-24,64,Female,Hyderabad,Beauty,5,37996,30,521,10,132986,19333.84,2,1
SK102572,07-12-24,34,Female,Mumbai,Grocery,1,40271,0,379,1,40271,11050.15,1,1
SK102573,28-02-24,57,Male,Mumbai,Sports,5,33103,10,350,2,148963.5,14560.04,2,1
SK102574,09-10-24,65,Female,Mumbai,Sports,4,2983,0,81,3,11932,1304.68,4,0
SK102575,03-02-25,37,Male,Delhi,Electronics,5,30303,15,477,9,128787.75,28410.14,1,1
SK102576,01-03-25,42,Female,Hyderabad,Sports,4,30699,5,478,7,116656.2,11543.05,1,1
SK102577,27-01-25,52,Male,Pune,Electronics,5,25610,30,276,1,89635,21023.71,4,1
SK102578,11-09-24,37,Male,Chennai,Electronics,2,22479,15,284,6,38214.3,8831.85,1,1
SK102579,09-03-24,40,Female,Hyderabad,Furniture,4,33214,20,173,6,106284.8,23923.93,5,1
SK102580,15-10-24,27,Female,Delhi,Electronics,4,41896,10,458,2,150825.6,23162.3,3,1
SK102581,12-10-24,19,Male,Bengaluru,Beauty,3,8072,15,234,1,20583.6,5782.54,2,1
SK102582,11-03-25,22,Male,Jaipur,Grocery,2,37032,40,66,9,44438.4,3126.48,4,1
SK102583,12-03-25,36,Female,Pune,Beauty,2,19227,15,241,8,32685.9,7599.5,4,1
SK102584,22-04-25,27,Male,Hyderabad,Electronics,5,13346,30,145,2,46711,12943.46,5,1
SK102585,25-02-25,62,Male,Lucknow,Sports,5,40800,0,214,4,204000,10037.25,2,1
SK102586,30-10-24,47,Male,Lucknow,Electronics,4,6432,40,159,5,15436.8,2681.56,2,0
SK102587,27-03-24,57,Female,Delhi,Sports,1,16352,25,350,2,12264,2882.95,1,0
SK102588,27-01-25,19,Female,Hyderabad,Sports,4,27798,0,191,4,111192,13112.23,3,1
SK102589,09-04-25,18,Female,Chennai,Electronics,4,46579,0,275,4,186316,30675.25,1,1
SK102590,07-04-24,56,Female,Bengaluru,Furniture,2,8954,25,358,6,13431,760.41,2,0
SK102591,10-02-24,19,Male,Delhi,Grocery,5,24237,30,73,1,84829.5,14325.73,5,1
SK102592,26-09-24,45,Male,Chennai,Grocery,1,41552,5,204,10,39474.4,2757.87,2,0
SK102593,08-03-25,50,Female,Delhi,Fashion,3,764,40,129,3,1375.2,52.31,2,0
SK102594,15-11-24,45,Male,Pune,Grocery,4,17409,20,517,5,55708.8,7885.76,3,1
SK102595,14-02-24,31,Male,Hyderabad,Furniture,2,14858,20,410,10,23772.8,1762.22,2,0
SK102596,20-01-25,27,Male,Lucknow,Fashion,3,29916,0,441,2,89748,12654.44,4,1
SK102597,07-05-25,60,Female,Hyderabad,Grocery,5,42099,0,412,1,210495,45912.57,2,1
SK102598,16-05-24,60,Female,Delhi,Beauty,4,14375,15,314,4,48875,3305.93,3,1
SK102599,10-01-25,64,Female,Delhi,Furniture,4,41898,25,233,5,125694,16314.31,1,1
SK102600,23-05-24,60,Female,Mumbai,Furniture,4,18541,25,380,10,55623,7416.48,5,1
SK102601,25-04-25,53,Male,Hyderabad,Electronics,1,38752,25,566,6,29064,1553.66,4,0
SK102602,25-01-24,64,Male,Bengaluru,Electronics,2,11794,25,462,6,17691,1027.37,4,0
SK102603,20-03-25,61,Male,Delhi,Grocery,3,35512,10,137,10,95882.4,28420.36,5,1
SK102604,07-02-25,43,Male,Jaipur,Furniture,2,18289,15,404,10,31091.3,4771.25,5,1
SK102605,27-03-24,22,Male,Delhi,Fashion,1,14644,20,354,6,11715.2,688.93,2,0
SK102606,23-06-25,19,Female,Mumbai,Grocery,3,39915,10,384,10,107770.5,8632.55,1,1
SK102607,05-09-24,25,Female,Jaipur,Furniture,4,4007,25,205,5,12021,1314.87,5,0
SK102608,26-01-25,20,Female,Bengaluru,Sports,5,33879,0,449,9,169395,37265.49,5,1
SK102609,03-03-25,33,Female,Mumbai,Grocery,1,12702,20,163,8,10161.6,779.71,5,0
SK102610,29-03-24,54,Male,Jaipur,Furniture,2,10769,30,362,9,15076.6,3696.22,2,1
SK102611,24-02-24,22,Female,Hyderabad,Furniture,1,23983,25,561,9,17987.25,3632.06,4,1
SK102612,30-04-24,25,Male,Hyderabad,Grocery,4,49535,20,392,8,158512,25596.94,1,1
SK102613,10-08-24,48,Male,Bengaluru,Furniture,3,42029,20,327,7,100869.6,17028.47,1,1
SK102614,01-06-25,37,Female,Jaipur,Sports,1,13874,15,131,3,11792.9,2686.5,4,0
SK102615,31-05-24,37,Female,Hyderabad,Beauty,1,23499,5,429,1,22324.05,2508.1,2,0
SK102616,16-01-25,48,Female,Lucknow,Sports,3,29419,25,382,8,66192.75,15416.24,1,1
SK102617,09-03-24,39,Male,Jaipur,Electronics,5,15333,15,389,4,65165.25,7432.98,4,1
SK102618,28-11-24,36,Female,Mumbai,Electronics,5,23939,40,250,9,71817,3732.11,3,1
SK102619,26-01-24,42,Male,Lucknow,Grocery,4,48463,15,116,5,164774.2,32867.73,5,1
SK102620,13-08-24,44,Male,Pune,Electronics,1,25691,25,244,8,19268.25,4436.22,2,1
SK102621,09-09-24,40,Female,Lucknow,Sports,2,34523,40,326,1,41427.6,11925.07,3,1
SK102622,26-07-24,21,Male,Hyderabad,Sports,3,43807,40,427,9,78852.6,18880.49,2,1
SK102623,10-09-24,56,Female,Lucknow,Fashion,4,14230,30,502,7,39844,2278.62,3,0
SK102624,17-07-24,38,Male,Chennai,Grocery,4,7549,40,477,5,18117.6,1646.53,2,0
SK102625,16-04-24,24,Male,Jaipur,Beauty,1,17290,15,55,3,14696.5,2266.72,4,0
SK102626,14-03-25,55,Female,Lucknow,Fashion,3,8990,20,100,5,21576,3634.66,1,1
SK102627,05-06-25,54,Male,Chennai,Beauty,3,9818,30,379,1,20617.8,4262.34,1,1
SK102628,09-02-24,43,Male,Delhi,Grocery,5,38200,25,537,2,143250,41635.19,3,1
SK102629,30-12-24,61,Female,Pune,Sports,2,46682,25,449,6,70023,8733.54,4,1
SK102630,31-10-24,53,Male,Jaipur,Fashion,5,4650,10,310,8,20925,4100.44,2,1
SK102631,29-01-25,25,Female,Chennai,Sports,1,18473,10,324,3,16625.7,3515.3,3,1
SK102632,30-10-24,32,Male,Bengaluru,Grocery,3,17395,30,109,4,36529.5,7910.73,5,1
SK102633,05-02-24,21,Male,Mumbai,Fashion,4,32967,15,165,9,112087.8,32767.75,1,1
SK102634,06-05-25,22,Male,Bengaluru,Fashion,5,43943,25,140,7,164786.25,18466.81,3,1
SK102635,12-10-24,49,Female,Lucknow,Sports,4,42088,30,174,2,117846.4,16676.16,3,1
SK102636,12-02-25,32,Male,Chennai,Fashion,2,46492,30,535,2,65088.8,11040.87,1,1
SK102637,08-04-24,59,Male,Lucknow,Fashion,3,28821,0,305,10,86463,7971.46,5,1
SK102638,29-09-24,18,Male,Mumbai,Fashion,4,28964,25,305,6,86892,13936.72,1,1
SK102639,08-04-24,20,Female,Chennai,Grocery,3,43861,15,347,6,111845.55,10821.57,1,1
SK102640,16-06-25,43,Female,Hyderabad,Fashion,4,41220,20,160,6,131904,30181.15,2,1
SK102641,07-04-25,31,Female,Pune,Grocery,4,5372,10,389,4,19339.2,1086.15,3,0
SK102642,27-02-25,23,Male,Bengaluru,Electronics,2,13392,30,136,3,18748.8,5024.36,1,1
SK102643,09-06-25,28,Female,Pune,Beauty,1,43007,25,316,5,32255.25,1383.2,5,0
SK102644,22-04-25,37,Male,Mumbai,Beauty,5,16044,40,91,6,48132,7459.04,5,1
SK102645,07-10-24,64,Female,Hyderabad,Electronics,1,6926,20,65,1,5540.8,576.14,5,0
SK102646,28-04-24,37,Female,Mumbai,Fashion,4,27420,10,504,8,98712,20372.63,1,1
SK102647,20-12-24,57,Male,Chennai,Grocery,1,9895,0,373,6,9895,2345.82,4,0
SK102648,14-08-24,33,Female,Bengaluru,Beauty,4,25583,10,291,1,92098.8,14877.26,3,1
SK102649,30-10-24,49,Male,Chennai,Fashion,3,29522,20,187,4,70852.8,16594.58,4,1
SK102650,11-05-25,40,Male,Chennai,Electronics,4,634,0,365,10,2536,136.93,1,0
SK102651,03-03-24,34,Male,Lucknow,Sports,1,4104,20,544,3,3283.2,25.62,4,0
SK102652,25-02-24,48,Female,Lucknow,Sports,5,38663,5,283,5,183649.25,23421.1,3,1
SK102653,21-06-25,26,Female,Chennai,Grocery,3,12555,0,171,2,37665,8650.91,3,1
SK102654,28-07-24,42,Female,Jaipur,Grocery,4,46951,40,371,1,112682.4,7568.97,4,1
SK102655,17-03-24,54,Male,Bengaluru,Beauty,1,49527,25,192,1,37145.25,10253.42,4,1
SK102656,04-06-25,25,Male,Bengaluru,Fashion,2,30654,40,471,4,36784.8,4778.94,5,1
SK102657,21-02-24,40,Male,Bengaluru,Grocery,2,15761,20,542,7,25217.6,3675.98,3,1
SK102658,20-10-24,20,Female,Pune,Sports,1,641,30,303,6,448.7,-207.6,5,0
SK102659,09-04-25,57,Female,Delhi,Fashion,1,14320,20,250,3,11456,2689.34,1,0
SK102660,11-01-25,57,Female,Bengaluru,Furniture,2,12808,40,377,9,15369.6,1967.15,2,0
SK102661,15-04-24,49,Male,Chennai,Fashion,4,42562,15,530,9,144710.8,36859.2,1,1
SK102662,07-08-24,21,Female,Bengaluru,Electronics,1,2497,5,592,10,2372.15,-313.25,1,0
SK102663,08-07-24,31,Female,Chennai,Electronics,5,29024,20,534,6,116096,8265.1,3,1
SK102664,03-09-24,54,Female,Lucknow,Sports,5,30096,0,353,2,150480,31725.39,2,1
SK102665,15-08-24,27,Female,Chennai,Fashion,4,4318,40,420,3,10363.2,1274.36,2,0
SK102666,04-05-25,35,Female,Chennai,Beauty,1,39352,5,477,10,37384.4,10335.87,2,1
SK102667,04-04-24,31,Female,Hyderabad,Electronics,1,36898,20,264,9,29518.4,8412.84,1,1
SK102668,09-05-24,45,Female,Lucknow,Furniture,2,46812,20,86,10,74899.2,8864.58,5,1
SK102669,12-10-24,52,Female,Lucknow,Electronics,3,29657,40,598,3,53382.6,8847.36,3,1
SK102670,06-12-24,32,Male,Hyderabad,Sports,1,8748,10,335,4,7873.2,718.8,3,0
SK102671,10-11-24,52,Male,Delhi,Grocery,3,42064,25,220,7,94644,23294.18,5,1
SK102672,19-08-24,63,Male,Jaipur,Furniture,2,952,5,532,4,1808.8,-348.4,4,0
SK102673,25-01-24,43,Female,Pune,Fashion,5,23052,30,253,5,80682,4547.95,2,1
SK102674,09-01-24,33,Male,Delhi,Electronics,4,18363,30,436,4,51416.4,10966.08,2,1
SK102675,06-09-24,55,Male,Mumbai,Furniture,1,5178,30,499,6,3624.6,-68.1,5,0
SK102676,27-12-24,60,Male,Hyderabad,Sports,2,23661,0,441,5,47322,10968.46,4,1
SK102677,14-02-24,57,Male,Mumbai,Grocery,2,2240,40,462,8,2688,-268.65,4,0
SK102678,16-01-25,29,Male,Mumbai,Beauty,1,40511,15,299,4,34434.35,9768.27,5,1
SK102679,05-01-25,44,Male,Mumbai,Sports,3,2356,25,288,5,5301,458.7,4,0
SK102680,17-04-25,55,Female,Jaipur,Grocery,1,16200,15,503,6,13770,2001.61,5,0
SK102681,06-06-25,40,Male,Hyderabad,Electronics,5,45074,20,112,3,180296,20132.28,5,1
SK102682,02-07-24,19,Male,Lucknow,Beauty,5,9464,10,515,10,42588,4468.28,4,1
SK102683,28-10-24,59,Male,Pune,Furniture,3,49256,15,282,10,125602.8,21151.33,4,1
SK102684,30-05-24,32,Male,Hyderabad,Sports,4,33675,40,212,3,80820,19969.13,2,1
SK102685,24-04-25,47,Female,Hyderabad,Furniture,2,24276,40,507,7,29131.2,4529.39,5,1
SK102686,01-12-24,25,Female,Lucknow,Fashion,3,22476,15,153,2,57313.8,10674.65,4,1
SK102687,19-04-24,46,Male,Delhi,Sports,1,31051,10,332,9,27945.9,4439.85,5,1
SK102688,29-05-25,50,Male,Delhi,Electronics,5,36091,40,210,1,108273,20541.48,4,1
SK102689,12-09-24,25,Female,Delhi,Fashion,1,21110,20,457,10,16888,3893.13,4,1
SK102690,14-05-25,51,Female,Hyderabad,Sports,4,12725,15,413,10,43265,2331.69,4,0
SK102691,26-06-24,24,Male,Jaipur,Beauty,2,48696,20,330,9,77913.6,5510.98,3,1
SK102692,06-02-24,32,Female,Jaipur,Sports,3,16292,0,464,6,48876,8491.36,4,1
SK102693,01-03-25,47,Male,Hyderabad,Electronics,2,38905,5,94,6,73919.5,20675.37,2,1
SK102694,08-05-24,27,Female,Pune,Electronics,4,16401,40,85,10,39362.4,2219.33,3,0
SK102695,06-04-25,46,Male,Pune,Beauty,4,3964,5,60,4,15063.2,2246.02,2,0
SK102696,05-02-25,36,Female,Hyderabad,Grocery,4,3843,25,571,3,11529,2030.76,1,0
SK102697,25-04-24,45,Male,Pune,Electronics,4,1980,25,549,7,5940,88.42,5,0
SK102698,08-08-24,20,Female,Chennai,Sports,4,42352,40,144,10,101644.8,14989.49,2,1
SK102699,23-01-24,29,Female,Pune,Beauty,4,44293,5,534,2,168313.4,42736.2,1,1
SK102700,20-12-24,33,Male,Lucknow,Fashion,1,46242,10,169,3,41617.8,8759.74,5,1
SK102701,06-05-25,25,Female,Bengaluru,Electronics,3,26347,10,236,6,71136.9,6683.05,1,1
SK102702,20-01-24,50,Male,Hyderabad,Electronics,4,45904,5,109,8,174435.2,37319.17,3,1
SK102703,01-10-24,55,Male,Mumbai,Sports,1,24217,20,255,8,19373.6,3902.27,5,1
SK102704,27-07-24,23,Female,Hyderabad,Electronics,3,3348,40,223,6,6026.4,268.32,2,0
SK102705,26-04-24,36,Male,Lucknow,Grocery,3,42673,15,133,7,108816.15,25092.77,4,1
SK102706,05-01-25,48,Male,Lucknow,Electronics,2,29055,30,62,6,40677,5923.16,4,1
SK102707,26-09-24,51,Male,Chennai,Furniture,1,44659,15,187,3,37960.15,3337.32,1,1
SK102708,26-11-24,44,Male,Hyderabad,Grocery,3,21885,10,53,8,59089.5,15184.01,2,1
SK102709,06-02-25,29,Male,Hyderabad,Fashion,1,5854,5,248,1,5561.3,1273.86,3,0
SK102710,19-04-24,54,Female,Mumbai,Grocery,5,13731,40,496,2,41193,3225.04,2,1
SK102711,20-07-24,52,Male,Delhi,Electronics,1,34439,30,283,9,24107.3,5021.39,2,1
SK102712,21-03-24,44,Female,Chennai,Beauty,3,817,20,67,10,1960.8,87.89,3,0
SK102713,19-02-24,25,Male,Pune,Grocery,3,39851,30,235,4,83687.1,12025.07,1,1
SK102714,31-05-25,51,Male,Hyderabad,Electronics,1,46042,40,472,2,27625.2,3323.34,4,1
SK102715,17-05-24,55,Female,Lucknow,Grocery,3,13695,10,354,7,36976.5,5133.75,2,1
SK102716,26-01-24,33,Male,Bengaluru,Sports,3,13862,25,180,2,31189.5,2403.65,5,0
SK102717,28-10-24,46,Male,Delhi,Electronics,1,18124,10,114,4,16311.6,2422.3,2,0
SK102718,13-05-24,59,Male,Bengaluru,Sports,2,15425,40,112,10,18510,5410.1,1,1
SK102719,13-04-25,18,Female,Bengaluru,Fashion,3,48361,0,330,8,145083,21184.72,5,1
SK102720,29-09-24,63,Male,Lucknow,Furniture,1,32494,25,161,3,24370.5,7088.04,1,1
SK102721,22-02-25,50,Male,Hyderabad,Grocery,2,10809,5,494,7,20537.1,5277.74,1,1
SK102722,06-11-24,29,Male,Jaipur,Fashion,3,14506,40,117,5,26110.8,7461.78,3,1
SK102723,30-01-24,46,Male,Pune,Electronics,1,39304,20,201,2,31443.2,8130.57,4,1
SK102724,16-10-24,41,Male,Chennai,Sports,1,19270,15,296,8,16379.5,1458.11,4,0
SK102725,15-02-25,34,Female,Mumbai,Fashion,1,5255,20,393,3,4204,593.18,2,0
SK102726,08-05-25,57,Female,Bengaluru,Fashion,3,18449,20,491,7,44277.6,2316.35,2,0
SK102727,28-01-24,50,Female,Bengaluru,Electronics,1,1489,0,530,1,1489,-315.2,5,0
SK102728,30-08-24,65,Male,Jaipur,Fashion,2,14578,30,310,6,20409.2,4621.16,5,1
SK102729,11-01-25,54,Male,Mumbai,Fashion,4,15012,30,131,7,42033.6,7548.86,1,1
SK102730,07-03-24,28,Male,Lucknow,Grocery,3,22683,15,304,2,57841.65,3091.81,3,1
SK102731,29-04-24,44,Female,Mumbai,Grocery,4,36934,20,259,2,118188.8,20263.35,3,1
SK102732,14-12-24,54,Male,Hyderabad,Fashion,1,15833,10,181,4,14249.7,3806.06,1,1
SK102733,11-02-25,29,Male,Lucknow,Beauty,5,15930,10,546,10,71685,20334.42,4,1
SK102734,16-03-25,41,Male,Chennai,Furniture,2,34604,15,507,2,58826.8,7272.54,2,1
SK102735,05-09-24,24,Male,Lucknow,Beauty,5,36094,5,514,8,171446.5,25498.1,2,1
SK102736,10-04-25,41,Male,Bengaluru,Grocery,5,24198,40,420,3,72594,11215.64,2,1
SK102737,28-04-25,27,Male,Bengaluru,Electronics,5,43086,15,471,5,183115.5,33991.2,2,1
SK102738,07-09-24,36,Female,Bengaluru,Furniture,4,17435,10,65,2,62766,12667.75,5,1
SK102739,26-07-24,49,Female,Lucknow,Furniture,1,9069,10,463,2,8162.1,384.63,1,0
SK102740,21-05-25,46,Female,Bengaluru,Furniture,4,37829,30,119,4,105921.2,24075.5,3,1
SK102741,09-01-24,32,Female,Delhi,Beauty,5,33962,25,345,6,127357.5,19546.05,1,1
SK102742,22-10-24,21,Male,Bengaluru,Beauty,5,6942,0,504,9,34710,3146.31,4,1
SK102743,06-12-24,22,Male,Bengaluru,Fashion,4,24719,25,382,4,74157,13319.84,4,1
SK102744,17-04-24,58,Male,Hyderabad,Sports,4,10432,20,95,9,33382.4,4708.7,1,1
SK102745,15-06-25,51,Male,Hyderabad,Grocery,3,19915,25,230,9,44808.75,9781.07,1,1
SK102746,21-05-25,50,Male,Delhi,Beauty,5,46695,10,268,7,210127.5,10386.62,3,1
SK102747,27-01-25,61,Female,Delhi,Beauty,2,15146,20,177,4,24233.6,5200.35,2,1
SK102748,20-03-24,47,Female,Lucknow,Furniture,5,12724,15,81,10,54077,6018.43,2,1
SK102749,19-02-24,64,Male,Hyderabad,Electronics,4,46402,0,416,5,185608,53818.01,1,1
SK102750,03-05-25,33,Female,Lucknow,Electronics,1,32365,40,116,9,19419,2533.48,4,0
SK102751,08-06-24,44,Female,Lucknow,Electronics,2,26254,5,190,2,49882.6,7632.04,3,1
SK102752,20-10-24,64,Male,Jaipur,Grocery,4,4856,20,438,4,15539.2,1823.51,4,0
SK102753,20-11-24,60,Female,Mumbai,Beauty,3,34737,5,369,10,99000.45,22352.62,4,1
SK102754,19-06-24,47,Female,Mumbai,Grocery,1,21816,40,416,5,13089.6,781.76,1,0
SK102755,08-12-24,58,Male,Bengaluru,Electronics,5,26404,30,183,3,92414,13265.2,2,1
SK102756,15-08-24,52,Male,Pune,Sports,2,21768,0,194,4,43536,9193.77,4,1
SK102757,07-09-24,57,Male,Chennai,Sports,1,713,20,214,3,570.4,-51.97,5,0
SK102758,08-05-25,31,Male,Mumbai,Electronics,4,14632,40,202,6,35116.8,1794.87,2,0
SK102759,18-12-24,60,Male,Lucknow,Sports,2,45531,20,261,10,72849.6,19226.49,2,1
SK102760,08-01-24,41,Female,Chennai,Furniture,1,47472,15,256,1,40351.2,5323.3,3,1
SK102761,21-10-24,60,Female,Hyderabad,Sports,3,8717,0,184,9,26151,6983.14,2,1
SK102762,30-03-24,24,Female,Chennai,Beauty,5,12714,30,316,2,44499,3233.28,4,1
SK102763,26-02-25,19,Male,Chennai,Grocery,1,24792,20,574,4,19833.6,3615.94,2,1
SK102764,26-02-25,22,Female,Bengaluru,Electronics,1,39906,30,471,1,27934.2,1144.66,5,0
SK102765,06-06-25,18,Female,Pune,Electronics,4,45813,25,164,4,137439,28007.87,2,1
SK102766,22-02-24,29,Female,Jaipur,Electronics,3,41692,30,117,9,87553.2,9051.09,4,1
SK102767,21-05-24,20,Female,Mumbai,Sports,2,39897,15,269,10,67824.9,16461.77,5,1
SK102768,14-06-25,31,Male,Pune,Electronics,4,1355,30,548,9,3794,514.28,3,0
SK102769,20-06-24,36,Female,Delhi,Grocery,5,22306,10,333,3,100377,18949.11,3,1
SK102770,23-09-24,43,Male,Hyderabad,Beauty,3,27286,10,516,10,73672.2,13805.79,4,1
SK102771,14-04-25,56,Female,Pune,Grocery,3,48191,10,67,6,130115.7,22153.54,4,1
SK102772,19-03-24,19,Female,Mumbai,Electronics,2,21417,0,162,4,42834,5447.93,3,1
SK102773,17-04-25,19,Male,Hyderabad,Sports,4,35338,40,217,10,84811.2,19019.39,3,1
SK102774,16-05-25,29,Female,Hyderabad,Fashion,5,49371,20,140,2,197484,48652.66,3,1
SK102775,16-05-25,47,Female,Delhi,Fashion,1,9307,20,418,8,7445.6,1718.65,5,0
SK102776,03-04-25,61,Male,Jaipur,Grocery,5,4553,15,437,9,19350.25,1580.39,1,0
SK102777,12-04-24,53,Male,Mumbai,Electronics,4,31995,30,535,8,89586,15523.37,2,1
SK102778,05-07-24,46,Female,Pune,Electronics,2,46502,30,401,4,65102.8,6516.67,4,1
SK102779,07-11-24,50,Female,Lucknow,Grocery,5,8366,25,207,4,31372.5,6276.31,2,1
SK102780,17-07-24,62,Female,Lucknow,Sports,1,44947,15,584,7,38204.95,5168.51,2,1
SK102781,25-05-24,50,Female,Pune,Sports,3,10599,40,92,10,19078.2,2215.82,3,0
SK102782,27-03-25,21,Male,Chennai,Fashion,2,46037,5,69,3,87470.3,18873.23,4,1
SK102783,04-07-24,59,Male,Mumbai,Furniture,4,6224,5,388,5,23651.2,6659.14,4,1
SK102784,17-09-24,23,Female,Jaipur,Grocery,1,23849,30,499,8,16694.3,4133.98,4,1
SK102785,10-04-24,40,Female,Chennai,Grocery,4,34466,20,421,9,110291.2,14663.26,5,1
SK102786,05-03-24,47,Female,Jaipur,Electronics,2,7992,15,153,3,13586.4,3636.24,3,1
SK102787,09-05-24,29,Female,Mumbai,Grocery,1,6980,20,237,6,5584,459.24,2,0
SK102788,18-01-25,19,Male,Mumbai,Electronics,1,23801,15,371,6,20230.85,4115.72,5,1
SK102789,04-05-24,61,Male,Hyderabad,Electronics,3,690,20,55,9,1656,40.43,1,0
SK102790,01-10-24,22,Male,Hyderabad,Electronics,3,13202,10,272,1,35645.4,6785.75,4,1
SK102791,12-11-24,58,Male,Mumbai,Grocery,5,10833,15,404,1,46040.25,6241.06,5,1
SK102792,06-02-24,38,Female,Mumbai,Furniture,2,28146,30,404,6,39404.4,5216.47,4,1
SK102793,15-03-25,62,Male,Chennai,Grocery,4,5189,10,208,8,18680.4,2767.36,4,0
SK102794,21-03-24,55,Female,Jaipur,Fashion,3,34763,40,561,9,62573.4,7506.65,4,1
SK102795,11-03-24,48,Male,Delhi,Beauty,5,35265,15,266,10,149876.25,18616.1,2,1
SK102796,20-03-25,30,Male,Mumbai,Beauty,4,3735,25,422,8,11205,1622.83,3,0
SK102797,01-05-25,42,Female,Chennai,Grocery,5,40738,20,250,8,162952,29457.65,1,1
SK102798,19-08-24,45,Female,Bengaluru,Fashion,2,30213,10,147,4,54383.4,7906.22,2,1
SK102799,02-03-24,31,Male,Lucknow,Beauty,4,8055,40,68,8,19332,5719.8,3,1
SK102800,10-11-24,55,Female,Delhi,Grocery,2,21063,40,335,8,25275.6,1334.69,1,0
SK102801,07-06-25,24,Male,Delhi,Beauty,5,42278,5,140,4,200820.5,44528,5,1
SK102802,05-02-24,24,Female,Jaipur,Beauty,3,36063,25,453,7,81141.75,22663.74,1,1
SK102803,30-03-24,26,Male,Hyderabad,Grocery,2,11178,10,243,3,20120.4,1778.59,3,0
SK102804,27-09-24,56,Male,Chennai,Electronics,4,44828,0,104,10,179312,24432.86,1,1
SK102805,17-03-24,60,Male,Delhi,Grocery,4,14553,15,71,10,49480.2,8241.13,1,1
SK102806,18-01-24,40,Female,Jaipur,Furniture,1,23739,0,525,4,23739,2865.38,3,0
SK102807,21-03-25,38,Female,Pune,Sports,5,3972,25,203,8,14895,578.55,4,0
SK102808,08-05-25,45,Male,Lucknow,Sports,4,8230,40,250,3,19752,2900.14,1,0
SK102809,10-03-25,33,Male,Mumbai,Furniture,5,47720,15,352,6,202810,17827.48,1,1
SK102810,04-04-25,53,Female,Hyderabad,Beauty,4,21506,40,106,8,51614.4,11843.99,4,1
SK102811,26-05-25,31,Female,Mumbai,Grocery,3,21184,30,547,1,44486.4,2452.33,5,0
SK102812,14-03-24,28,Female,Bengaluru,Fashion,3,16158,15,160,10,41202.9,4564.41,4,1
SK102813,15-04-24,53,Male,Delhi,Grocery,1,44838,10,554,10,40354.2,9555.76,1,1
